model_dir_id,num_params,training_data,arch,arch_family,arch_group,extra_annotations,top1_val_acc,top1_val_acc_subset_200,imagenet_top1_val_acc,imagenet_mla_val_acc,num_all_samples,num_group_samples,num_group_correct,num_all_top1_errors,num_group_top1_errors,mla_all,mla_all_minor_error,mla_all_explainable_error,mla_group,mla_group_minor_error,mla_group_explainable_error,num_collapsed_mappings,num_ambiguous,num_same_superclass,num_common_co_occ,num_non_prototypical,num_OOV_clip,num_not_classified
timm--edgenext_x_small.in1k,2336804,ImageNet-1k (1.2M),edgenext,hybrid,Hybrid,[],2.16,6.333333333333333,74.86,83.90495465361978,7500,7500,162,7338,7338,2.0401985766627577,21.96822508127153,22.845745773100123,2.0401985766627577,21.96822508127153,22.845745773100123,1,0,609,51,0,735,5942
timm--edgenext_xx_small.in1k,1327216,ImageNet-1k (1.2M),edgenext,hybrid,Hybrid,[],1.0933333333333333,3.8133333333333335,71.108,79.59376056563002,7500,7500,82,7418,7418,0.9889051324724986,21.024952030240318,21.842332340209783,0.9889051324724986,21.024952030240318,21.842332340209783,1,0,572,42,0,719,6084
timm--efficientformer_l1.snap_dist_in1k,12289928,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],5.506666666666667,13.026666666666667,80.49199999999999,89.53556872779815,7500,7500,413,7087,7087,6.396820251280107,29.76540190461996,30.901000023379705,6.396820251280107,29.76540190461996,30.901000023379705,11,0,750,52,0,822,5452
timm--efficientformer_l3.snap_dist_in1k,31406000,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],11.426666666666666,23.093333333333334,82.54599999999999,91.60207966955694,7500,7500,857,6643,6643,11.42692613604152,35.6206985795919,36.788353659361434,11.42692613604152,35.6206985795919,36.788353659361434,10,0,848,58,0,818,4909
timm--efficientformer_l7.snap_dist_in1k,82229328,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],13.32,27.96,83.384,92.32001925791829,7500,7500,999,6501,6501,12.83612509072955,37.11489787956298,38.38931060775387,12.83612509072955,37.11489787956298,38.38931060775387,9,0,862,59,0,864,4707
timm--efficientformerv2_l.snap_dist_in1k,26322288,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],14.6,28.2,83.63000000000001,92.91555275649743,7500,7500,1095,6405,6405,14.045694143468854,39.79018709800373,41.00453571435854,14.045694143468854,39.79018709800373,41.00453571435854,10,0,882,61,0,886,4566
timm--efficientformerv2_s0.snap_dist_in1k,3600256,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],3.12,7.653333333333333,76.112,84.79289449714393,7500,7500,234,7266,7266,3.6817673433042266,25.022152801029947,26.147281798182565,3.6817673433042266,25.022152801029947,26.147281798182565,1,0,623,51,0,781,5810
timm--efficientformerv2_s1.snap_dist_in1k,6185560,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],6.213333333333333,13.373333333333333,79.69000000000001,88.7009503353549,7500,7500,466,7034,7034,6.59399838149442,30.24301941599743,31.43852119124519,6.59399838149442,30.24301941599743,31.43852119124519,6,0,733,55,0,839,5401
timm--efficientformerv2_s2.snap_dist_in1k,12710112,ImageNet-1k (1.2M),efficientformer,hybrid,Hybrid,['Distillation'],10.493333333333334,21.586666666666666,82.172,91.21946288962204,7500,7500,787,6713,6713,10.508411386208582,34.51632677795365,35.84547269598262,10.508411386208582,34.51632677795365,35.84547269598262,8,0,816,66,0,822,5001
timm--efficientnet_b0.ra_in1k,5288548,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],2.8266666666666667,7.226666666666667,77.69200000000001,86.54498103891315,7500,7500,212,7288,7288,2.861451698660728,24.590134582401245,25.473602796977378,2.861451698660728,24.590134582401245,25.473602796977378,4,0,694,48,0,768,5774
timm--efficientnet_b1.ft_in1k,7794184,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],3.12,7.746666666666667,77.428,86.47408166566865,7500,7500,234,7266,7266,3.9286981507262655,25.828230079359297,26.768397619978508,3.9286981507262655,25.828230079359297,26.768397619978508,8,0,613,49,0,807,5789
timm--efficientnet_b1_pruned.in1k,6331916,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,['Distillation'],2.92,7.466666666666667,78.242,87.17653117393458,7500,7500,219,7281,7281,2.966424340564069,25.14092312681104,26.2450272997094,2.966424340564069,25.14092312681104,26.2450272997094,6,0,667,56,0,809,5743
timm--efficientnet_b2.ra_in1k,9109994,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],5.213333333333333,11.973333333333333,79.542,88.43061180778318,7500,7500,391,7109,7109,5.817099324414479,28.397817178545775,29.375763166156133,5.817099324414479,28.397817178545775,29.375763166156133,8,0,735,48,0,833,5485
timm--efficientnet_b2_pruned.in1k,8309737,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,['Distillation'],4.946666666666666,11.306666666666667,79.918,88.89439281951319,7500,7500,371,7129,7129,5.0197142676296895,28.843326557319692,30.152063012147124,5.0197142676296895,28.843326557319692,30.152063012147124,9,0,776,61,0,850,5433
timm--efficientnet_b3.ra2_in1k,12233232,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],9.56,19.466666666666665,81.482,90.56290435312926,7500,7500,717,6783,6783,10.042798155148086,34.168529549014266,35.44619250535298,10.042798155148086,34.168529549014266,35.44619250535298,11,0,847,63,0,814,5048
timm--efficientnet_b3_pruned.in1k,9855020,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,['Distillation'],5.733333333333333,13.186666666666667,80.856,89.80249222311951,7500,7500,430,7070,7070,5.473509236361084,29.332366608941257,30.56404303722641,5.473509236361084,29.332366608941257,30.56404303722641,6,0,806,61,0,842,5355
timm--efficientnet_b4.ra2_in1k,19341616,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],12.706666666666667,25.613333333333333,82.758,91.81493300344336,7500,7500,953,6547,6547,13.394503157390366,37.99215946689546,39.306967505999246,13.394503157390366,37.99215946689546,39.306967505999246,14,0,940,65,0,803,4725
timm--efficientnet_el.ra_in1k,10589712,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],8.146666666666667,17.2,81.316,90.48249254443552,7500,7500,611,6889,6889,7.584732527061176,31.590707132430257,32.99165691330096,7.584732527061176,31.590707132430257,32.99165691330096,3,0,857,62,0,818,5149
timm--efficientnet_el_pruned.in1k,10589712,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,['Distillation'],6.306666666666667,14.48,80.304,89.4259440933168,7500,7500,473,7027,7027,6.592146620558095,29.662415912586415,30.994252568066994,6.592146620558095,29.662415912586415,30.994252568066994,4,0,806,60,0,822,5335
timm--efficientnet_em.ra2_in1k,6899496,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],4.986666666666666,12.32,79.244,88.37245182449168,7500,7500,374,7126,7126,4.55588365235983,28.151471506162373,29.136192085650304,4.55588365235983,28.151471506162373,29.136192085650304,4,0,817,53,0,828,5424
timm--efficientnet_es.ra_in1k,5438392,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],2.3466666666666667,6.666666666666667,78.054,87.06363342239132,7500,7500,176,7324,7324,2.4121194980807688,24.51345650001184,25.530468437340502,2.4121194980807688,24.51345650001184,25.530468437340502,6,0,666,49,0,799,5804
timm--efficientnet_es_pruned.in1k,5438392,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,['Distillation'],1.2933333333333332,4.2,75.006,83.88708721189406,7500,7500,97,7403,7403,1.105989474804005,22.381513759384603,23.24142528090093,1.105989474804005,22.381513759384603,23.24142528090093,2,0,593,45,0,793,5970
timm--efficientnet_lite0.ra_in1k,4652008,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],1.0266666666666666,3.2266666666666666,75.472,84.39433144899498,7500,7500,77,7423,7423,1.0513280953366915,21.705444326073852,22.685113744269213,1.0513280953366915,21.705444326073852,22.685113744269213,2,0,590,42,0,784,6005
timm--efficientnetv2_rw_m.agc_in1k,53236442,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],21.986666666666668,38.48,84.294,93.34292500713983,7500,7500,1649,5851,5851,20.92436080057319,46.654284196083786,48.01951985171904,20.92436080057319,46.654284196083786,48.01951985171904,5,0,1000,69,0,830,3947
timm--efficientnetv2_rw_s.ra2_in1k,23941296,ImageNet-1k (1.2M),efficientnet,cnn,EfficientNet,[],14.866666666666667,28.026666666666667,82.878,92.00814942023968,7500,7500,1115,6385,6385,15.566759325597976,40.41096537226187,41.665320900102,15.566759325597976,40.41096537226187,41.665320900102,5,0,925,56,0,838,4561
