model_dir_id,num_params,training_data,arch,arch_family,arch_group,extra_annotations,top1_val_acc,imagenet_top1_val_acc,imagenet_mla_val_acc,num_all_samples,num_group_samples,num_group_correct,num_all_top1_errors,num_group_top1_errors,mla_all,mla_all_minor_error,mla_all_explainable_error,mla_group,mla_group_minor_error,mla_group_explainable_error,num_collapsed_mappings,num_ambiguous,num_same_superclass,num_common_co_occ,num_non_prototypical,num_OOV_clip,num_not_classified,num_all_imagenet-m_samples,num_group_imagenet-m_samples,num_imagenet-m_errors
facebook--convnext-base-224,88591464,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],83.826,83.826,92.65039236992848,18692,18692,16286,2406,2406,92.65039236992848,96.74699819186698,97.33161862518315,92.65039236992848,96.74699819186698,97.33161862518315,104,948,599,102,8,144,501,68,68,50
facebook--convnext-base-224-22k-1k,88591464,ImageNet-21k (14M),convnext,cnn,ConvNeXt,[],85.812,85.812,94.60412731274617,18692,18692,16688,2004,2004,94.60412731274617,98.02480476996372,98.41857199087485,94.60412731274617,98.02480476996372,98.41857199087485,102,909,517,71,3,106,296,68,68,45
facebook--convnext-base-384,88591464,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],85.11,85.11,93.998343646378,18692,18692,16530,2162,2162,93.998343646378,97.48536587767268,98.06660500232508,93.998343646378,97.48536587767268,98.06660500232508,102,953,512,100,9,124,362,68,68,46
facebook--convnext-base-384-22k-1k,88591464,ImageNet-21k (14M),convnext,cnn,ConvNeXt,[],86.798,86.798,95.60488373812319,18692,18692,16856,1836,1836,95.60488373812319,98.61604004140013,98.97261126987917,95.60488373812319,98.61604004140013,98.97261126987917,114,909,452,62,5,100,194,68,68,45
facebook--convnext-large-224,197767336,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],84.304,84.304,93.14386155382334,18692,18692,16402,2290,2290,93.14386155382334,97.00722531983018,97.57431932489628,93.14386155382334,97.00722531983018,97.57431932489628,100,923,571,98,9,134,455,68,68,46
facebook--convnext-large-384,197767336,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],85.504,85.504,94.33289784647802,18692,18692,16618,2074,2074,94.33289784647802,97.76850191818872,98.28717635907283,94.33289784647802,97.76850191818872,98.28717635907283,96,934,501,86,11,123,323,68,68,48
facebook--convnext-large-384-22k-1k,197767336,ImageNet-21k (14M),convnext,cnn,ConvNeXt,[],87.476,87.476,95.95548667577717,18692,18692,16948,1744,1744,95.95548667577717,98.73344044972936,99.11747510745201,95.95548667577717,98.73344044972936,99.11747510745201,101,898,422,67,6,84,166,68,68,46
facebook--convnext-small-224,50223688,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],83.182,83.182,92.14629721027214,18692,18692,16186,2506,2506,92.14629721027214,96.61773763946798,97.11194646684628,92.14629721027214,96.61773763946798,97.11194646684628,110,947,662,84,9,152,542,68,68,48
facebook--convnext-tiny-224,28589128,ImageNet-1k (1.2M),convnext,cnn,ConvNeXt,[],82.074,82.074,91.03211948912842,18692,18692,15947,2745,2745,91.03211948912842,95.7134465903897,96.37415887002608,91.03211948912842,95.7134465903897,96.37415887002608,111,976,683,113,11,170,681,68,68,45
facebook--convnext-xlarge-224-22k-1k,350196968,ImageNet-21k (14M),convnext,cnn,ConvNeXt,[],87.018,87.018,95.50745749907166,18692,18692,16887,1805,1805,95.50745749907166,98.51724116827467,98.87733224936416,95.50745749907166,98.51724116827467,98.87733224936416,99,886,449,63,5,94,209,68,68,40
facebook--convnext-xlarge-384-22k-1k,350196968,ImageNet-21k (14M),convnext,cnn,ConvNeXt,[],87.75,87.75,96.30618510832161,18692,18692,17040,1652,1652,96.30618510832161,98.85545960016951,99.23393933079312,96.30618510832161,98.85545960016951,99.23393933079312,93,882,392,64,7,71,143,68,68,46
facebook--resnet18_ssl,11689512,Flickr YFCC (90M),resnet,cnn,ResNet,['Semi-Supervised Learning'],72.6,72.6,81.4609964167241,18692,18692,14172,4520,4520,81.4609964167241,89.79312421840324,90.83341724452055,81.4609964167241,89.79312421840324,90.83341724452055,100,1002,1290,183,13,220,1712,68,68,52
facebook--resnet18_swsl,11689512,Instagram (940M),resnet,cnn,ResNet,['Semi-Supervised Learning'],73.286,73.286,81.86740588917462,18692,18692,14255,4437,4437,81.86740588917462,90.20635225670469,91.17323584697067,81.86740588917462,90.20635225670469,91.17323584697067,101,1001,1292,168,14,210,1651,68,68,46
facebook--resnet50_ssl,25557032,Flickr YFCC (90M),resnet,cnn,ResNet,['Semi-Supervised Learning'],79.228,79.228,88.15416648753748,18692,18692,15417,3275,3275,88.15416648753748,94.37257973150037,95.10502317041441,88.15416648753748,94.37257973150037,95.10502317041441,101,994,931,130,8,196,915,68,68,53
facebook--resnet50_swsl,25557032,Instagram (940M),resnet,cnn,ResNet,['Semi-Supervised Learning'],81.17999999999999,81.17999999999999,90.38081444956865,18692,18692,15813,2879,2879,90.38081444956865,95.59267617358603,96.32511609434633,90.38081444956865,95.59267617358603,96.32511609434633,119,988,790,127,11,155,689,68,68,45
facebook--resnext101_32x16d_ssl,194026792,Flickr YFCC (90M),resnext,cnn,ResNet,['Semi-Supervised Learning'],81.836,81.836,91.10085648055104,18692,18692,15953,2739,2739,91.10085648055104,96.1090555815018,96.74192948477423,91.10085648055104,96.1090555815018,96.74192948477423,111,983,752,110,8,163,612,68,68,48
facebook--resnext101_32x16d_swsl,194026792,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],83.338,83.338,92.24692395152191,18692,18692,16194,2498,2498,92.24692395152191,96.7086525939664,97.32284730963947,92.24692395152191,96.7086525939664,97.32284730963947,122,946,681,109,8,127,505,68,68,42
facebook--resnext101_32x16d_wsl,194026792,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],84.176,84.176,93.51549892144358,18692,18692,16388,2304,2304,93.51549892144358,97.09310211589272,97.73496945864625,93.51549892144358,97.09310211589272,97.73496945864625,105,1004,527,114,7,120,427,68,68,42
facebook--resnext101_32x32d_wsl,468530472,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],85.092,85.092,94.02897455056166,18692,18692,16532,2160,2160,94.02897455056166,97.56912829301793,98.0541073224164,94.02897455056166,97.56912829301793,98.0541073224164,106,954,534,82,10,109,365,68,68,41
facebook--resnext101_32x48d_wsl,828411176,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],85.442,85.442,94.45112868942245,18692,18692,16657,2035,2035,94.45112868942245,97.71279879820933,98.17919810624556,94.45112868942245,97.71279879820933,98.17919810624556,99,919,490,84,4,100,339,68,68,43
facebook--resnext101_32x4d_ssl,44177704,Flickr YFCC (90M),resnext,cnn,ResNet,['Semi-Supervised Learning'],80.928,80.928,90.17116025873013,18692,18692,15780,2912,2912,90.17116025873013,95.68566235321306,96.42698800640403,90.17116025873013,95.68566235321306,96.42698800640403,119,992,808,132,7,181,673,68,68,50
facebook--resnext101_32x4d_swsl,44177704,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],83.234,83.234,92.4482412161286,18692,18692,16205,2487,2487,92.4482412161286,96.74305071734284,97.21096062434329,92.4482412161286,96.74305071734284,97.21096062434329,107,995,643,79,9,132,522,68,68,39
facebook--resnext101_32x8d_ssl,88791336,Flickr YFCC (90M),resnext,cnn,ResNet,['Semi-Supervised Learning'],81.626,81.626,90.92204962177516,18692,18692,15931,2761,2761,90.92204962177516,95.96930688119961,96.64011238503521,90.92204962177516,95.96930688119961,96.64011238503521,111,979,766,118,8,149,630,68,68,46
facebook--resnext101_32x8d_swsl,88791336,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],84.294,84.294,93.31273754539278,18692,18692,16386,2306,2306,93.31273754539278,97.26807470951853,97.8137076172024,93.31273754539278,97.26807470951853,97.8137076172024,107,971,588,96,7,123,414,68,68,44
facebook--resnext101_32x8d_wsl,88791336,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],82.68799999999999,82.68799999999999,91.87480401908077,18692,18692,16097,2595,2595,91.87480401908077,96.2994126461778,97.00743736225975,91.87480401908077,96.2994126461778,97.00743736225975,112,992,645,123,10,150,563,68,68,43
facebook--resnext50_32x4d_ssl,25028904,Flickr YFCC (90M),resnext,cnn,ResNet,['Semi-Supervised Learning'],80.328,80.328,89.4087278321957,18692,18692,15629,3063,3063,89.4087278321957,95.23019671419095,95.87360981639664,89.4087278321957,95.23019671419095,95.87360981639664,107,1008,864,109,11,191,773,68,68,53
facebook--resnext50_32x4d_swsl,25028904,Instagram (940M),resnext,cnn,ResNet,['Semi-Supervised Learning'],82.17999999999999,82.17999999999999,91.43900768220463,18692,18692,16009,2683,2683,91.43900768220463,96.00857390717337,96.65602199786834,91.43900768220463,96.00857390717337,96.65602199786834,112,1007,676,114,7,143,624,68,68,44
timm--bat_resnext26ts.ch_in1k,10731200,ImageNet-1k (1.2M),resnext,cnn,ResNet,[],78.252,78.252,87.33986926386325,18692,18692,15270,3422,3422,87.33986926386325,93.66865810402231,94.48783213260812,87.33986926386325,93.66865810402231,94.48783213260812,98,1005,929,141,12,205,1032,68,68,52
timm--beit_base_patch16_224.in22k_ft_in22k_in1k,86530984,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],85.21,85.21,94.14305929579578,18692,18692,16584,2108,2108,94.14305929579578,97.94823725509129,98.413469221697,94.14305929579578,97.94823725509129,98.413469221697,98,944,546,82,6,133,299,68,68,43
timm--beit_base_patch16_384.in22k_ft_in22k_in1k,86744104,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],86.80799999999999,86.80799999999999,95.47373718558738,18692,18692,16829,1863,1863,95.47373718558738,98.51888451589713,98.89020566378939,95.47373718558738,98.51888451589713,98.89020566378939,100,938,448,63,7,100,207,68,68,47
timm--beit_large_patch16_224.in22k_ft_in22k_in1k,304430568,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],87.476,87.476,96.0210858169182,18692,18692,16973,1719,1719,96.0210858169182,98.67063632875576,99.01550289751543,96.0210858169182,98.67063632875576,99.01550289751543,106,883,395,59,5,87,184,68,68,45
timm--beit_large_patch16_384.in22k_ft_in22k_in1k,304998888,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],88.402,88.402,96.71688609249398,18692,18692,17123,1569,1569,96.71688609249398,99.07017567013327,99.36920139715816,96.71688609249398,99.07017567013327,99.36920139715816,107,861,355,51,5,71,119,68,68,44
timm--beit_large_patch16_512.in22k_ft_in22k_in1k,305674728,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],88.596,88.596,96.83150138260457,18692,18692,17169,1523,1523,96.83150138260457,99.05622142176723,99.3711295017333,96.83150138260457,99.05622142176723,99.3711295017333,105,836,337,54,5,68,118,68,68,41
timm--beitv2_base_patch16_224.in1k_ft_in1k,86530984,ImageNet-1k (1.2M),beit,transformer,BEIT,['Self-Supervised Learning'],85.59400000000001,85.59400000000001,94.43105115730543,18692,18692,16638,2054,2054,94.43105115730543,97.84953043903145,98.27740354373887,94.43105115730543,97.84953043903145,98.27740354373887,110,915,506,72,8,120,323,68,68,46
timm--beitv2_base_patch16_224.in1k_ft_in22k_in1k,86530984,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],86.47399999999999,86.47399999999999,95.27603369282967,18692,18692,16822,1870,1870,95.27603369282967,98.38992914507256,98.77108937502146,95.27603369282967,98.38992914507256,98.77108937502146,105,894,487,60,12,83,229,68,68,48
timm--beitv2_large_patch16_224.in1k_ft_in1k,304430568,ImageNet-1k (1.2M),beit,transformer,BEIT,['Self-Supervised Learning'],87.414,87.414,95.8723035199238,18692,18692,16973,1719,1719,95.8723035199238,98.50804404015334,98.92942075683186,95.8723035199238,98.50804404015334,98.92942075683186,99,859,386,70,9,96,200,68,68,44
timm--beitv2_large_patch16_224.in1k_ft_in22k_in1k,304430568,ImageNet-21k (14M),beit,transformer,BEIT,['Self-Supervised Learning'],88.398,88.398,96.6759612480746,18692,18692,17132,1560,1560,96.6759612480746,98.97731194759845,99.26722508829327,96.6759612480746,98.97731194759845,99.26722508829327,99,853,344,50,5,73,136,68,68,42
timm--caformer_b36.sail_in1k,98753614,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],85.504,85.504,94.32932040010257,18692,18692,16609,2083,2083,94.32932040010257,97.65507963699558,98.1291707445464,94.32932040010257,97.65507963699558,98.1291707445464,99,937,489,78,11,115,354,68,68,46
timm--caformer_b36.sail_in1k_384,98753614,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],86.406,86.406,95.20680352155617,18692,18692,16778,1914,1914,95.20680352155617,98.15841882962259,98.63048508337225,95.20680352155617,98.15841882962259,98.63048508337225,103,926,421,78,10,116,260,68,68,44
timm--caformer_b36.sail_in22k_ft_in1k,98753614,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],87.42,87.42,95.96920406691721,18692,18692,16963,1729,1729,95.96920406691721,98.68380752975979,99.05325508341001,95.96920406691721,98.68380752975979,99.05325508341001,101,886,397,66,4,97,178,68,68,47
timm--caformer_b36.sail_in22k_ft_in1k_384,98753614,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],88.058,88.058,96.45138590726471,18692,18692,17062,1630,1630,96.45138590726471,98.96448428291708,99.25873671735908,96.45138590726471,98.96448428291708,99.25873671735908,112,869,367,50,5,87,140,68,68,48
timm--caformer_m36.sail_in1k,56204878,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],85.232,85.232,94.06551446747316,18692,18692,16536,2156,2156,94.06551446747316,97.43197213691059,97.95286946155008,94.06551446747316,97.43197213691059,97.95286946155008,100,957,488,88,11,128,384,68,68,48
timm--caformer_m36.sail_in1k_384,56204878,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],86.166,86.166,94.95577052075923,18692,18692,16720,1972,1972,94.95577052075923,98.01554991362292,98.47932055345777,94.95577052075923,98.01554991362292,98.47932055345777,97,945,444,77,11,112,286,68,68,46
timm--caformer_m36.sail_in22k_ft_in1k,56204878,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],86.59599999999999,86.59599999999999,95.1266565997645,18692,18692,16787,1905,1905,95.1266565997645,98.40186766879515,98.8528430994532,95.1266565997645,98.40186766879515,98.8528430994532,111,906,474,78,7,112,217,68,68,46
timm--caformer_m36.sail_in22k_ft_in1k_384,56204878,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],87.444,87.444,96.0362114446444,18692,18692,16956,1736,1736,96.0362114446444,98.76936336882943,99.11109678419284,96.0362114446444,98.76936336882943,99.11109678419284,110,898,407,59,5,90,167,68,68,41
timm--caformer_s18.sail_in1k,26341656,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],83.65599999999999,83.65599999999999,92.61766971891241,18692,18692,16262,2430,2430,92.61766971891241,96.73751819473996,97.25453833962766,92.61766971891241,96.73751819473996,97.25453833962766,95,968,609,89,9,144,516,68,68,50
timm--caformer_s18.sail_in1k_384,26341656,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],85.02,85.02,94.13624257450527,18692,18692,16552,2140,2140,94.13624257450527,97.51270806893528,98.00685018541868,94.13624257450527,97.51270806893528,98.00685018541868,98,961,490,83,10,124,374,68,68,48
timm--caformer_s18.sail_in22k_ft_in1k,26341656,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],84.074,84.074,93.01243651429442,18692,18692,16388,2304,2304,93.01243651429442,97.30818603352303,97.83700221991658,93.01243651429442,97.30818603352303,97.83700221991658,100,932,638,96,3,131,404,68,68,43
timm--caformer_s18.sail_in22k_ft_in1k_384,26341656,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],85.414,85.414,94.27067275088216,18692,18692,16625,2067,2067,94.27067275088216,98.06604938534143,98.52290716894068,94.27067275088216,98.06604938534143,98.52290716894068,103,931,542,79,7,126,279,68,68,45
timm--caformer_s36.sail_in1k,39297102,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],84.506,84.506,93.33121435066529,18692,18692,16408,2284,2284,93.33121435066529,97.20615062826784,97.70718668844087,93.33121435066529,97.20615062826784,97.70718668844087,102,946,563,86,9,147,431,68,68,46
timm--caformer_s36.sail_in1k_384,39297102,ImageNet-1k (1.2M),caformer,hybrid,MetaFormer,[],85.74199999999999,85.74199999999999,94.74849372677583,18692,18692,16684,2008,2008,94.74849372677583,97.87887044628943,98.32399557528831,94.74849372677583,97.87887044628943,98.32399557528831,105,930,444,77,8,129,315,68,68,48
timm--caformer_s36.sail_in22k_ft_in1k,39297102,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],85.792,85.792,94.53961632021276,18692,18692,16642,2050,2050,94.53961632021276,98.07712518475708,98.51322488442096,94.53961632021276,98.07712518475708,98.51322488442096,110,939,525,74,8,115,279,68,68,45
timm--caformer_s36.sail_in22k_ft_in1k_384,39297102,ImageNet-21k (14M),caformer,hybrid,MetaFormer,[],86.848,86.848,95.56364417359417,18692,18692,16861,1831,1831,95.56364417359417,98.49505932062456,98.84654558719592,95.56364417359417,98.49505932062456,98.84654558719592,105,914,435,60,6,94,217,68,68,50
timm--cait_m36_384.fb_dist_in1k,271221352,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],86.058,86.058,95.11774819349934,18692,18692,16726,1966,1966,95.11774819349934,98.11388801729767,98.59080481652866,95.11774819349934,98.11388801729767,98.59080481652866,105,968,425,77,12,114,265,68,68,44
timm--cait_m48_448.fb_dist_in1k,356460520,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],86.492,86.492,95.28243718742596,18692,18692,16797,1895,1895,95.28243718742596,98.1828688330935,98.62013840691489,95.28243718742596,98.1828688330935,98.62013840691489,96,928,427,71,11,103,259,68,68,47
timm--cait_s24_224.fb_dist_in1k,46916200,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],83.452,83.452,92.3342606473338,18692,18692,16231,2461,2461,92.3342606473338,96.50467788317671,97.03427628743842,92.3342606473338,96.50467788317671,97.03427628743842,110,933,619,90,10,142,557,68,68,48
timm--cait_s24_384.fb_dist_in1k,47062120,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],85.048,85.048,94.00979001562635,18692,18692,16523,2169,2169,94.00979001562635,97.5086605491175,98.01751333934408,94.00979001562635,97.5086605491175,98.01751333934408,103,963,510,85,10,127,371,68,68,49
timm--cait_s36_384.fb_dist_in1k,68366632,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],85.454,85.454,94.32620273130763,18692,18692,16609,2083,2083,94.32620273130763,97.85548417140159,98.3613060932877,94.32620273130763,97.85548417140159,98.3613060932877,106,937,505,85,10,134,306,68,68,48
timm--cait_xs24_384.fb_dist_in1k,26670088,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],84.06,84.06,93.00126987477643,18692,18692,16340,2352,2352,93.00126987477643,97.13149255371431,97.68744830376058,93.00126987477643,97.13149255371431,97.68744830376058,102,964,606,91,14,141,434,68,68,51
timm--cait_xxs24_224.fb_dist_in1k,11956264,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],78.38000000000001,78.38000000000001,87.42745245337775,18692,18692,15279,3413,3413,87.42745245337775,93.81828757929419,94.63819510383016,87.42745245337775,93.81828757929419,94.63819510383016,105,1008,943,141,12,208,996,68,68,46
timm--cait_xxs24_384.fb_dist_in1k,12029224,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],80.96600000000001,80.96600000000001,90.19115250203905,18692,18692,15765,2927,2927,90.19115250203905,95.59199598732926,96.27469125774502,90.19115250203905,95.59199598732926,96.27469125774502,106,1021,773,116,12,201,698,68,68,52
timm--cait_xxs36_224.fb_dist_in1k,17299720,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],79.75,79.75,88.92750985555591,18692,18692,15580,3112,3112,88.92750985555591,94.80439689954049,95.50397281167444,88.92750985555591,94.80439689954049,95.50397281167444,102,984,859,120,11,196,840,68,68,41
timm--cait_xxs36_384.fb_dist_in1k,17372680,ImageNet-1k (1.2M),cait,transformer,ViT,['Distillation'],82.19999999999999,82.19999999999999,91.48223278871147,18692,18692,16016,2676,2676,91.48223278871147,96.33396815259071,96.94335150444702,91.48223278871147,96.33396815259071,96.94335150444702,106,1012,692,102,13,180,571,68,68,45
timm--coat_lite_medium.in1k,44571048,ImageNet-1k (1.2M),coat,transformer,ViT,[],83.602,83.602,92.5088718286361,18692,18692,16241,2451,2451,92.5088718286361,96.73614229767516,97.2590095147374,92.5088718286361,96.73614229767516,97.2590095147374,119,944,621,90,9,153,515,68,68,50
timm--coat_lite_medium_384.in1k,44571048,ImageNet-1k (1.2M),coat,transformer,ViT,[],84.882,84.882,93.82137902989727,18692,18692,16507,2185,2185,93.82137902989727,97.55961377330993,98.0607162844898,93.82137902989727,97.55961377330993,98.0607162844898,113,927,546,85,10,139,365,68,68,48
timm--coat_lite_mini.in1k,11011560,ImageNet-1k (1.2M),coat,transformer,ViT,[],79.10199999999999,79.10199999999999,88.11170383108504,18692,18692,15426,3266,3266,88.11170383108504,94.11577023982245,94.89000423639001,88.11170383108504,94.11577023982245,94.89000423639001,113,980,892,133,12,183,953,68,68,51
timm--coat_lite_small.in1k,19838504,ImageNet-1k (1.2M),coat,transformer,ViT,[],82.31,82.31,91.28911145528062,18692,18692,16027,2665,2665,91.28911145528062,96.06348974383066,96.6911658319325,91.28911145528062,96.06348974383066,96.6911658319325,104,969,706,107,11,151,617,68,68,48
timm--coat_lite_tiny.in1k,5721960,ImageNet-1k (1.2M),coat,transformer,ViT,[],77.51400000000001,77.51400000000001,86.47355062421278,18692,18692,15149,3543,3543,86.47355062421278,93.41508009534371,94.274654717488,86.47355062421278,93.41508009534371,94.274654717488,103,962,1044,150,11,200,1073,68,68,46
timm--coat_mini.in1k,10337004,ImageNet-1k (1.2M),coat,transformer,ViT,[],81.272,81.272,90.26438333338514,18692,18692,15816,2876,2876,90.26438333338514,95.67633161214466,96.38951284697445,90.26438333338514,95.67633161214466,96.38951284697445,101,990,796,122,12,178,677,68,68,50
timm--coat_small.in1k,21693908,ImageNet-1k (1.2M),coat,transformer,ViT,[],82.358,82.358,91.41734014566497,18692,18692,16052,2640,2640,91.41734014566497,96.22449434552409,96.84723172467399,91.41734014566497,96.22449434552409,96.84723172467399,98,965,697,109,9,172,590,68,68,49
timm--coat_tiny.in1k,5498540,ImageNet-1k (1.2M),coat,transformer,ViT,[],78.43,78.43,87.42247467401901,18692,18692,15290,3402,3402,87.42247467401901,93.77540496053697,94.65840898953168,87.42247467401901,93.77540496053697,94.65840898953168,100,986,954,154,11,194,1003,68,68,50
timm--coatnet_0_rw_224.sw_in1k,27435562,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],82.396,82.396,91.23663363081748,18692,18692,16013,2679,2679,91.23663363081748,95.85216033149902,96.50280165482992,91.23663363081748,95.85216033149902,96.50280165482992,108,957,670,110,13,165,656,68,68,46
timm--coatnet_1_rw_224.sw_in1k,41721502,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],83.596,83.596,92.3930597592985,18692,18692,16235,2457,2457,92.3930597592985,96.56307507121394,97.17290549620692,92.3930597592985,96.56307507121394,97.17290549620692,106,946,614,105,10,144,532,68,68,47
timm--coatnet_bn_0_rw_224.sw_in1k,27435562,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],82.396,82.396,91.46526411282268,18692,18692,16002,2690,2690,91.46526411282268,96.03977262890234,96.66908680543781,91.46526411282268,96.03977262890234,96.66908680543781,109,1007,672,108,11,161,622,68,68,49
timm--coatnet_nano_rw_224.sw_in1k,15141244,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],81.694,81.694,90.6461410695432,18692,18692,15883,2809,2809,90.6461410695432,95.59638720455716,96.19904243331526,90.6461410695432,95.59638720455716,96.19904243331526,110,974,720,105,10,179,711,68,68,51
timm--coatnet_rmlp_1_rw_224.sw_in1k,41691982,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],83.36200000000001,83.36200000000001,92.29351347397056,18692,18692,16207,2485,2485,92.29351347397056,96.56857598370017,97.0929763227831,92.29351347397056,96.56857598370017,97.0929763227831,103,962,612,93,7,164,544,68,68,46
timm--coatnet_rmlp_2_rw_224.sw_in1k,73881264,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],84.608,84.608,93.368693663578,18692,18692,16435,2257,2257,93.368693663578,97.24886963354882,97.79776894158509,93.368693663578,97.24886963354882,97.79776894158509,102,926,560,97,8,149,415,68,68,45
timm--coatnet_rmlp_nano_rw_224.sw_in1k,15145116,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],82.05,82.05,91.15910150822725,18692,18692,15981,2711,2711,91.15910150822725,96.01936275712623,96.56127515028862,91.15910150822725,96.01936275712623,96.56127515028862,106,975,713,94,9,171,643,68,68,44
timm--coatnext_nano_rw_224.sw_in1k,14701244,ImageNet-1k (1.2M),coatnet,hybrid,MaxViT,[],81.946,81.946,90.83688089301518,18692,18692,15922,2770,2770,90.83688089301518,95.76899619472411,96.3538841851307,90.83688089301518,95.76899619472411,96.3538841851307,112,982,718,99,10,163,686,68,68,48
timm--convformer_b36.sail_in1k,99882616,ImageNet-1k (1.2M),convformer,cnn,MetaFormer,[],84.822,84.822,93.76982885449642,18692,18692,16498,2194,2194,93.76982885449642,97.42658004147586,98.04488898528406,93.76982885449642,97.42658004147586,98.04488898528406,106,938,526,108,9,140,367,68,68,41
timm--convformer_b36.sail_in1k_384,99882616,ImageNet-1k (1.2M),convformer,cnn,MetaFormer,[],85.744,85.744,94.58006970454768,18692,18692,16685,2007,2007,94.58006970454768,97.85953205291472,98.38922257567017,94.58006970454768,97.85953205291472,98.38922257567017,105,903,468,89,10,129,303,68,68,49
timm--convformer_b36.sail_in22k_ft_in1k,99882616,ImageNet-21k (14M),convformer,cnn,MetaFormer,[],86.994,86.994,95.73794293211125,18692,18692,16886,1806,1806,95.73794293211125,98.48625098542688,98.87507658664016,95.73794293211125,98.48625098542688,98.87507658664016,104,916,413,68,6,87,212,68,68,40
timm--convformer_b36.sail_in22k_ft_in1k_384,99882616,ImageNet-21k (14M),convformer,cnn,MetaFormer,[],87.608,87.608,96.1708420608462,18692,18692,16999,1693,1693,96.1708420608462,98.67582095793796,99.06269981136867,96.1708420608462,98.67582095793796,99.06269981136867,104,882,367,68,5,90,177,68,68,41
timm--convformer_m36.sail_in1k,57051640,ImageNet-1k (1.2M),convformer,cnn,MetaFormer,[],84.494,84.494,93.54449757286103,18692,18692,16429,2263,2263,93.54449757286103,97.2862127251836,97.83437717597188,93.54449757286103,97.2862127251836,97.83437717597188,107,961,549,93,11,136,406,68,68,50
timm--convformer_m36.sail_in1k_384,57051640,ImageNet-1k (1.2M),convformer,cnn,MetaFormer,[],85.58200000000001,85.58200000000001,94.62292140650922,18692,18692,16663,2029,2029,94.62292140650922,97.82987947595943,98.32750128526459,94.62292140650922,97.82987947595943,98.32750128526459,100,935,466,84,9,120,315,68,68,43
timm--convformer_m36.sail_in22k_ft_in1k,57051640,ImageNet-21k (14M),convformer,cnn,MetaFormer,[],86.148,86.148,94.92166166049331,18692,18692,16747,1945,1945,94.92166166049331,98.19399027142472,98.6213789233644,94.92166166049331,98.19399027142472,98.6213789233644,101,915,478,75,5,113,258,68,68,44
timm--convformer_m36.sail_in22k_ft_in1k_384,57051640,ImageNet-21k (14M),convformer,cnn,MetaFormer,[],86.892,86.892,95.50671012724841,18692,18692,16878,1814,1814,95.50671012724841,98.5683824474462,98.9740623712375,95.50671012724841,98.5683824474462,98.9740623712375,102,890,452,71,6,101,192,68,68,45
